Algoritmo,Condição,Tamanho do vetor,Tempo de execução (microsec),Tempo de execução (sec),Comparações realizadas,Trocas realizadas
Selection Sort,ordem-decrescente,8370,73525,0,35024265,4602
Selection Sort,ordem-decrescente,8380,73690,0,35108010,4604
Selection Sort,ordem-decrescente,8390,73036,0,35191855,4605
Selection Sort,ordem-decrescente,8400,74038,0,35275800,4611
Selection Sort,ordem-decrescente,8410,73961,0,35359845,4632
Selection Sort,ordem-decrescente,8420,74580,0,35443990,4637
Selection Sort,ordem-decrescente,8430,76068,0,35528235,4623
Selection Sort,ordem-decrescente,8440,74932,1,35612580,4627
Selection Sort,ordem-decrescente,8450,75050,0,35697025,4650
Selection Sort,ordem-decrescente,8460,74891,0,35781570,4660
Selection Sort,ordem-decrescente,8470,75184,0,35866215,4657
Selection Sort,ordem-decrescente,8480,74146,0,35950960,4656
Selection Sort,ordem-decrescente,8490,76671,0,36035805,4666
Selection Sort,ordem-decrescente,8500,76781,0,36120750,4680
Selection Sort,ordem-decrescente,8510,76661,0,36205795,4673
Selection Sort,ordem-decrescente,8520,78222,0,36290940,4686
Selection Sort,ordem-decrescente,8530,75225,0,36376185,4692
Selection Sort,ordem-decrescente,8540,75922,0,36461530,4688
Selection Sort,ordem-decrescente,8550,81542,1,36546975,4695
Selection Sort,ordem-decrescente,8560,75843,0,36632520,4718
Selection Sort,ordem-decrescente,8570,75651,0,36718165,4709
Selection Sort,ordem-decrescente,8580,79918,0,36803910,4723
Selection Sort,ordem-decrescente,8590,76225,0,36889755,4714
Selection Sort,ordem-decrescente,8600,80802,0,36975700,4734
Selection Sort,ordem-decrescente,8610,80144,0,37061745,4739
Selection Sort,ordem-decrescente,8620,77755,0,37147890,4747
Selection Sort,ordem-decrescente,8630,77702,0,37234135,4740
Selection Sort,ordem-decrescente,8640,78409,0,37320480,4757
Selection Sort,ordem-decrescente,8650,79233,0,37406925,4770
Selection Sort,ordem-decrescente,8660,79146,1,37493470,4764
Selection Sort,ordem-decrescente,8670,81970,0,37580115,4770
Selection Sort,ordem-decrescente,8680,78796,0,37666860,4780
Selection Sort,ordem-decrescente,8690,79718,0,37753705,4783
Selection Sort,ordem-decrescente,8700,78907,0,37840650,4785
Selection Sort,ordem-decrescente,8710,79281,0,37927695,4798
Selection Sort,ordem-decrescente,8720,80546,0,38014840,4798
Selection Sort,ordem-decrescente,8730,79793,0,38102085,4790
Selection Sort,ordem-decrescente,8740,82096,0,38189430,4800
Selection Sort,ordem-decrescente,8750,79742,0,38276875,4817
Selection Sort,ordem-decrescente,8760,79793,0,38364420,4815
Selection Sort,ordem-decrescente,8770,81393,0,38452065,4814
Selection Sort,ordem-decrescente,8780,82145,0,38539810,4839
Selection Sort,ordem-decrescente,8790,80805,0,38627655,4843
Selection Sort,ordem-decrescente,8800,82094,0,38715600,4859
Selection Sort,ordem-decrescente,8810,82264,0,38803645,4853
Selection Sort,ordem-decrescente,8820,80937,0,38891790,4852
Selection Sort,ordem-decrescente,8830,82371,0,38980035,4862
Selection Sort,ordem-decrescente,8840,84158,0,39068380,4871
Selection Sort,ordem-decrescente,8850,82111,0,39156825,4875
Selection Sort,ordem-decrescente,8860,82304,0,39245370,4881
Selection Sort,ordem-decrescente,8870,83830,1,39334015,4882
Selection Sort,ordem-decrescente,8880,82519,0,39422760,4890
Selection Sort,ordem-decrescente,8890,82100,0,39511605,4889
Selection Sort,ordem-decrescente,8900,82611,0,39600550,4899
Selection Sort,ordem-decrescente,8910,83240,0,39689595,4915
Selection Sort,ordem-decrescente,8920,83441,1,39778740,4910
Selection Sort,ordem-decrescente,8930,83782,0,39867985,4914
Selection Sort,ordem-decrescente,8940,83924,0,39957330,4935
Selection Sort,ordem-decrescente,8950,84222,0,40046775,4945
Selection Sort,ordem-decrescente,8960,85847,0,40136320,4933
Selection Sort,ordem-decrescente,8970,88690,1,40225965,4940
Selection Sort,ordem-decrescente,8980,86580,0,40315710,4952
Selection Sort,ordem-decrescente,8990,85848,0,40405555,4953
