Algoritmo,Condição,Tamanho do vetor,Tempo de execução (microsec),Tempo de execução (sec),Comparações realizadas,Trocas realizadas
Quick Sort Pivo Aleatorio,Aleatorio,2970,543,0,128696,16221
Quick Sort Pivo Aleatorio,Aleatorio,2980,552,0,150908,17204
Quick Sort Pivo Aleatorio,Aleatorio,2990,438,0,157282,12115
Quick Sort Pivo Aleatorio,Aleatorio,3000,495,0,145809,16931
Quick Sort Pivo Aleatorio,Aleatorio,3010,528,0,150577,21046
Quick Sort Pivo Aleatorio,Aleatorio,3020,563,0,141310,13099
Quick Sort Pivo Aleatorio,Aleatorio,3030,571,0,142784,13784
Quick Sort Pivo Aleatorio,Aleatorio,3040,663,0,162725,15092
Quick Sort Pivo Aleatorio,Aleatorio,3050,514,0,136704,14999
Quick Sort Pivo Aleatorio,Aleatorio,3060,453,0,119522,16461
Quick Sort Pivo Aleatorio,Aleatorio,3070,515,0,144226,16277
Quick Sort Pivo Aleatorio,Aleatorio,3080,456,0,140539,14377
Quick Sort Pivo Aleatorio,Aleatorio,3090,514,0,154279,17718
Quick Sort Pivo Aleatorio,Aleatorio,3100,481,0,152899,15755
Quick Sort Pivo Aleatorio,Aleatorio,3110,520,0,137032,16404
Quick Sort Pivo Aleatorio,Aleatorio,3120,586,0,142629,15334
Quick Sort Pivo Aleatorio,Aleatorio,3130,483,0,132517,17250
Quick Sort Pivo Aleatorio,Aleatorio,3140,471,0,131870,18580
Quick Sort Pivo Aleatorio,Aleatorio,3150,498,0,168381,16844
Quick Sort Pivo Aleatorio,Aleatorio,3160,879,0,161216,16391
Quick Sort Pivo Aleatorio,Aleatorio,3170,860,0,171477,16998
Quick Sort Pivo Aleatorio,Aleatorio,3180,498,0,157705,16079
Quick Sort Pivo Aleatorio,Aleatorio,3190,506,0,163074,16037
Quick Sort Pivo Aleatorio,Aleatorio,3200,565,0,157869,18152
Quick Sort Pivo Aleatorio,Aleatorio,3210,552,0,166356,19565
Quick Sort Pivo Aleatorio,Aleatorio,3220,541,0,165356,17278
Quick Sort Pivo Aleatorio,Aleatorio,3230,511,0,152173,18339
Quick Sort Pivo Aleatorio,Aleatorio,3240,496,0,149647,23878
Quick Sort Pivo Aleatorio,Aleatorio,3250,595,0,155126,15390
Quick Sort Pivo Aleatorio,Aleatorio,3260,497,0,159428,18356
Quick Sort Pivo Aleatorio,Aleatorio,3270,613,0,166100,17425
Quick Sort Pivo Aleatorio,Aleatorio,3280,633,0,143044,17816
Quick Sort Pivo Aleatorio,Aleatorio,3290,634,0,146994,18108
Quick Sort Pivo Aleatorio,Aleatorio,3300,510,0,168454,15781
Quick Sort Pivo Aleatorio,Aleatorio,3310,570,0,151752,17030
Quick Sort Pivo Aleatorio,Aleatorio,3320,561,0,168656,16685
Quick Sort Pivo Aleatorio,Aleatorio,3330,664,0,159210,15309
Quick Sort Pivo Aleatorio,Aleatorio,3340,514,0,162561,15450
Quick Sort Pivo Aleatorio,Aleatorio,3350,507,0,166796,17261
Quick Sort Pivo Aleatorio,Aleatorio,3360,535,0,166823,19087
Quick Sort Pivo Aleatorio,Aleatorio,3370,529,0,167975,21585
Quick Sort Pivo Aleatorio,Aleatorio,3380,506,0,179199,21189
Quick Sort Pivo Aleatorio,Aleatorio,3390,540,0,155425,23344
Quick Sort Pivo Aleatorio,Aleatorio,3400,530,0,186347,16400
Quick Sort Pivo Aleatorio,Aleatorio,3410,505,0,161454,16649
Quick Sort Pivo Aleatorio,Aleatorio,3420,601,0,173101,20465
Quick Sort Pivo Aleatorio,Aleatorio,3430,557,0,181010,24049
Quick Sort Pivo Aleatorio,Aleatorio,3440,629,0,150387,23472
Quick Sort Pivo Aleatorio,Aleatorio,3450,534,0,166637,17303
Quick Sort Pivo Aleatorio,Aleatorio,3460,870,0,173262,15142
Quick Sort Pivo Aleatorio,Aleatorio,3470,558,0,159669,16692
Quick Sort Pivo Aleatorio,Aleatorio,3480,571,0,154968,20019
Quick Sort Pivo Aleatorio,Aleatorio,3490,533,0,165912,20622
Quick Sort Pivo Aleatorio,Aleatorio,3500,542,0,192703,22464
Quick Sort Pivo Aleatorio,Aleatorio,3510,569,0,172541,17646
Quick Sort Pivo Aleatorio,Aleatorio,3520,561,0,152178,18021
Quick Sort Pivo Aleatorio,Aleatorio,3530,644,0,178308,21041
Quick Sort Pivo Aleatorio,Aleatorio,3540,590,0,168973,17896
Quick Sort Pivo Aleatorio,Aleatorio,3550,689,0,179491,17615
Quick Sort Pivo Aleatorio,Aleatorio,3560,565,0,188815,18323
Quick Sort Pivo Aleatorio,Aleatorio,3570,548,0,178382,18493
Quick Sort Pivo Aleatorio,Aleatorio,3580,552,0,176199,17305
Quick Sort Pivo Aleatorio,Aleatorio,3590,644,0,177061,19243
Quick Sort Pivo Aleatorio,Aleatorio,3600,559,0,190113,19141
Quick Sort Pivo Aleatorio,Aleatorio,3610,737,0,176312,18558
Quick Sort Pivo Aleatorio,Aleatorio,3620,677,0,183098,16586
Quick Sort Pivo Aleatorio,Aleatorio,3630,743,0,182830,19087
Quick Sort Pivo Aleatorio,Aleatorio,3640,626,0,196029,20353
Quick Sort Pivo Aleatorio,Aleatorio,3650,618,0,194218,22279
Quick Sort Pivo Aleatorio,Aleatorio,3660,582,0,201626,18187
Quick Sort Pivo Aleatorio,Aleatorio,3670,675,0,178838,18061
Quick Sort Pivo Aleatorio,Aleatorio,3680,674,0,200191,23899
Quick Sort Pivo Aleatorio,Aleatorio,3690,799,0,188261,20630
Quick Sort Pivo Aleatorio,Aleatorio,3700,625,0,187979,20039
