Algoritmo,Condição,Tamanho do vetor,Tempo de execução (microsec),Tempo de execução (sec),Comparações realizadas,Trocas realizadas
Quick Sort Pivo Fixo,aleatorio,8570,1029,0,128252,75815
Quick Sort Pivo Fixo,aleatorio,8580,876,0,129519,73734
Quick Sort Pivo Fixo,aleatorio,8590,1116,0,130250,70096
Quick Sort Pivo Fixo,aleatorio,8600,1112,0,134759,71732
Quick Sort Pivo Fixo,aleatorio,8610,1106,0,127377,73362
Quick Sort Pivo Fixo,aleatorio,8620,1101,0,128174,70105
Quick Sort Pivo Fixo,aleatorio,8630,1137,0,132643,77163
Quick Sort Pivo Fixo,aleatorio,8640,1092,0,131562,69531
Quick Sort Pivo Fixo,aleatorio,8650,1095,0,135984,67204
Quick Sort Pivo Fixo,aleatorio,8660,967,0,126588,70709
Quick Sort Pivo Fixo,aleatorio,8670,849,0,131820,72372
Quick Sort Pivo Fixo,aleatorio,8680,926,0,141822,74612
Quick Sort Pivo Fixo,aleatorio,8690,1048,0,130738,70266
Quick Sort Pivo Fixo,aleatorio,8700,1045,0,132337,68502
Quick Sort Pivo Fixo,aleatorio,8710,1182,0,137781,83698
Quick Sort Pivo Fixo,aleatorio,8720,846,0,132996,75120
Quick Sort Pivo Fixo,aleatorio,8730,873,0,135101,73368
Quick Sort Pivo Fixo,aleatorio,8740,882,0,146346,81005
Quick Sort Pivo Fixo,aleatorio,8750,866,0,138672,73825
Quick Sort Pivo Fixo,aleatorio,8760,859,0,134148,76976
Quick Sort Pivo Fixo,aleatorio,8770,867,0,131636,80668
Quick Sort Pivo Fixo,aleatorio,8780,1090,0,137886,74004
Quick Sort Pivo Fixo,aleatorio,8790,913,0,133206,76602
Quick Sort Pivo Fixo,aleatorio,8800,1156,0,136413,75726
Quick Sort Pivo Fixo,aleatorio,8810,1150,0,130051,76175
Quick Sort Pivo Fixo,aleatorio,8820,1233,0,132266,73084
Quick Sort Pivo Fixo,aleatorio,8830,1131,0,136633,75725
Quick Sort Pivo Fixo,aleatorio,8840,881,0,131172,75047
Quick Sort Pivo Fixo,aleatorio,8850,871,0,129330,68928
Quick Sort Pivo Fixo,aleatorio,8860,1047,0,134348,75191
Quick Sort Pivo Fixo,aleatorio,8870,1099,0,131577,71641
Quick Sort Pivo Fixo,aleatorio,8880,1387,0,127722,72241
Quick Sort Pivo Fixo,aleatorio,8890,1075,0,131231,75264
Quick Sort Pivo Fixo,aleatorio,8900,888,0,135220,75616
Quick Sort Pivo Fixo,aleatorio,8910,1184,0,143978,79702
Quick Sort Pivo Fixo,aleatorio,8920,1060,0,150270,76504
Quick Sort Pivo Fixo,aleatorio,8930,887,0,135326,78632
Quick Sort Pivo Fixo,aleatorio,8940,1159,0,153179,88014
Quick Sort Pivo Fixo,aleatorio,8950,1047,0,142006,65875
Quick Sort Pivo Fixo,aleatorio,8960,905,0,143184,84012
Quick Sort Pivo Fixo,aleatorio,8970,883,0,131838,73205
Quick Sort Pivo Fixo,aleatorio,8980,1087,0,141022,68442
Quick Sort Pivo Fixo,aleatorio,8990,1093,0,133279,76715
Quick Sort Pivo Fixo,aleatorio,9000,1155,0,133599,73250
Quick Sort Pivo Fixo,aleatorio,9010,921,0,152071,84721
Quick Sort Pivo Fixo,aleatorio,9020,1028,0,141129,82030
Quick Sort Pivo Fixo,aleatorio,9030,923,0,139514,71387
Quick Sort Pivo Fixo,aleatorio,9040,893,0,137981,73819
Quick Sort Pivo Fixo,aleatorio,9050,947,0,136580,75923
Quick Sort Pivo Fixo,aleatorio,9060,1141,0,143043,81939
Quick Sort Pivo Fixo,aleatorio,9070,890,0,138327,73624
Quick Sort Pivo Fixo,aleatorio,9080,1108,0,135079,68154
Quick Sort Pivo Fixo,aleatorio,9090,1424,0,142748,79071
Quick Sort Pivo Fixo,aleatorio,9100,1067,0,147567,78414
Quick Sort Pivo Fixo,aleatorio,9110,927,0,137059,70504
Quick Sort Pivo Fixo,aleatorio,9120,932,0,144053,78075
Quick Sort Pivo Fixo,aleatorio,9130,911,0,140102,78999
Quick Sort Pivo Fixo,aleatorio,9140,1014,0,140517,76386
Quick Sort Pivo Fixo,aleatorio,9150,1317,0,142751,83069
Quick Sort Pivo Fixo,aleatorio,9160,1008,0,136960,73339
Quick Sort Pivo Fixo,aleatorio,9170,937,0,133838,68749
Quick Sort Pivo Fixo,aleatorio,9180,919,0,143424,75422
Quick Sort Pivo Fixo,aleatorio,9190,1232,0,145961,80690
Quick Sort Pivo Fixo,aleatorio,9200,1037,0,136040,72757
Quick Sort Pivo Fixo,aleatorio,9210,1188,0,139516,81907
Quick Sort Pivo Fixo,aleatorio,9220,1123,0,137436,76103
Quick Sort Pivo Fixo,aleatorio,9230,906,0,135489,71392
Quick Sort Pivo Fixo,aleatorio,9240,1044,0,138237,77786
Quick Sort Pivo Fixo,aleatorio,9250,930,0,145541,77820
Quick Sort Pivo Fixo,aleatorio,9260,1222,0,139211,85148
Quick Sort Pivo Fixo,aleatorio,9270,907,0,139348,81200
Quick Sort Pivo Fixo,aleatorio,9280,1082,0,146092,70147
Quick Sort Pivo Fixo,aleatorio,9290,936,0,146703,76028
Quick Sort Pivo Fixo,aleatorio,9300,921,0,147405,80319
Quick Sort Pivo Fixo,aleatorio,9310,1163,0,141836,79833
Quick Sort Pivo Fixo,aleatorio,9320,1239,0,142141,81520
Quick Sort Pivo Fixo,aleatorio,9330,910,0,140583,73493
Quick Sort Pivo Fixo,aleatorio,9340,1136,0,154824,83243
Quick Sort Pivo Fixo,aleatorio,9350,927,0,141771,80635
Quick Sort Pivo Fixo,aleatorio,9360,923,0,140381,80447
Quick Sort Pivo Fixo,aleatorio,9370,939,0,155651,87518
Quick Sort Pivo Fixo,aleatorio,9380,946,0,149893,73122
Quick Sort Pivo Fixo,aleatorio,9390,1068,0,150628,80377
Quick Sort Pivo Fixo,aleatorio,9400,1304,0,144199,77353
Quick Sort Pivo Fixo,aleatorio,9410,1163,0,156901,76537
Quick Sort Pivo Fixo,aleatorio,9420,947,0,154529,78721
Quick Sort Pivo Fixo,aleatorio,9430,937,0,138752,76296
Quick Sort Pivo Fixo,aleatorio,9440,1097,0,146594,78493
Quick Sort Pivo Fixo,aleatorio,9450,922,0,140318,73767
Quick Sort Pivo Fixo,aleatorio,9460,935,0,137831,79838
Quick Sort Pivo Fixo,aleatorio,9470,970,0,141148,81738
Quick Sort Pivo Fixo,aleatorio,9480,950,0,149290,85822
Quick Sort Pivo Fixo,aleatorio,9490,1167,0,144083,77380
Quick Sort Pivo Fixo,aleatorio,9500,1174,0,153391,94765
Quick Sort Pivo Fixo,aleatorio,9510,957,0,142394,79014
Quick Sort Pivo Fixo,aleatorio,9520,930,0,140066,74087
Quick Sort Pivo Fixo,aleatorio,9530,1000,0,149274,83251
Quick Sort Pivo Fixo,aleatorio,9540,1239,0,144090,75945
Quick Sort Pivo Fixo,aleatorio,9550,1298,0,171310,87382
Quick Sort Pivo Fixo,aleatorio,9560,1214,0,144429,76896
Quick Sort Pivo Fixo,aleatorio,9570,1143,0,139526,75177
Quick Sort Pivo Fixo,aleatorio,9580,1164,0,157671,91693
Quick Sort Pivo Fixo,aleatorio,9590,1559,0,143348,79559
Quick Sort Pivo Fixo,aleatorio,9600,1712,0,143781,78425
Quick Sort Pivo Fixo,aleatorio,9610,1250,0,147840,88577
Quick Sort Pivo Fixo,aleatorio,9620,1159,0,158718,85247
Quick Sort Pivo Fixo,aleatorio,9630,1409,0,149908,71373
Quick Sort Pivo Fixo,aleatorio,9640,948,0,144531,73789
Quick Sort Pivo Fixo,aleatorio,9650,1143,0,150128,81565
Quick Sort Pivo Fixo,aleatorio,9660,1272,0,156521,90594
Quick Sort Pivo Fixo,aleatorio,9670,954,0,156592,88501
Quick Sort Pivo Fixo,aleatorio,9680,1397,0,182274,90843
Quick Sort Pivo Fixo,aleatorio,9690,954,0,147747,84780
Quick Sort Pivo Fixo,aleatorio,9700,1350,0,162769,90052
Quick Sort Pivo Fixo,aleatorio,9710,982,0,146249,73904
Quick Sort Pivo Fixo,aleatorio,9720,974,0,153919,84545
Quick Sort Pivo Fixo,aleatorio,9730,1254,0,151778,78589
Quick Sort Pivo Fixo,aleatorio,9740,999,0,161879,97206
Quick Sort Pivo Fixo,aleatorio,9750,1078,0,148549,80642
Quick Sort Pivo Fixo,aleatorio,9760,1242,0,146373,78889
Quick Sort Pivo Fixo,aleatorio,9770,1704,0,148677,78726
Quick Sort Pivo Fixo,aleatorio,9780,1202,0,149804,76574
Quick Sort Pivo Fixo,aleatorio,9790,1387,0,146765,77530
Quick Sort Pivo Fixo,aleatorio,9800,1256,0,147547,79763
Quick Sort Pivo Fixo,aleatorio,9810,977,0,149428,80239
Quick Sort Pivo Fixo,aleatorio,9820,1042,0,148017,82472
Quick Sort Pivo Fixo,aleatorio,9830,976,0,149421,79589
Quick Sort Pivo Fixo,aleatorio,9840,981,0,154387,84647
Quick Sort Pivo Fixo,aleatorio,9850,1299,0,164011,87464
Quick Sort Pivo Fixo,aleatorio,9860,1307,0,157207,86958
Quick Sort Pivo Fixo,aleatorio,9870,1279,0,162137,86042
Quick Sort Pivo Fixo,aleatorio,9880,1243,0,154870,86783
Quick Sort Pivo Fixo,aleatorio,9890,1024,0,159540,80712
Quick Sort Pivo Fixo,aleatorio,9900,1255,0,143393,79284
Quick Sort Pivo Fixo,aleatorio,9910,1317,0,156180,92451
Quick Sort Pivo Fixo,aleatorio,9920,1344,0,147777,79359
Quick Sort Pivo Fixo,aleatorio,9930,1132,0,153240,79255
Quick Sort Pivo Fixo,aleatorio,9940,1174,0,153309,84294
Quick Sort Pivo Fixo,aleatorio,9950,1298,0,148052,75067
Quick Sort Pivo Fixo,aleatorio,9960,1227,0,156767,75710
Quick Sort Pivo Fixo,aleatorio,9970,1000,0,151484,81148
Quick Sort Pivo Fixo,aleatorio,9980,1282,0,151316,84129
Quick Sort Pivo Fixo,aleatorio,9990,1329,0,153657,81312
Quick Sort Pivo Fixo,aleatorio,10000,1315,0,161481,81840
Quick Sort Pivo Fixo,ordem-crescente,10,1,0,45,54
Quick Sort Pivo Fixo,ordem-crescente,20,2,0,190,209
Quick Sort Pivo Fixo,ordem-crescente,30,2,0,435,464
Quick Sort Pivo Fixo,ordem-crescente,40,5,0,780,819
Quick Sort Pivo Fixo,ordem-crescente,50,8,0,1225,1274
Quick Sort Pivo Fixo,ordem-crescente,60,7,0,1770,1829
Quick Sort Pivo Fixo,ordem-crescente,70,16,0,2415,2484
Quick Sort Pivo Fixo,ordem-crescente,80,11,0,3160,3239
Quick Sort Pivo Fixo,ordem-crescente,90,14,0,4005,4094
Quick Sort Pivo Fixo,ordem-crescente,100,28,0,4950,5049
Quick Sort Pivo Fixo,ordem-crescente,110,39,0,5995,6104
Quick Sort Pivo Fixo,ordem-crescente,120,42,0,7140,7259
Quick Sort Pivo Fixo,ordem-crescente,130,63,0,8385,8514
Quick Sort Pivo Fixo,ordem-crescente,140,61,0,9730,9869
Quick Sort Pivo Fixo,ordem-crescente,150,58,0,11175,11324
Quick Sort Pivo Fixo,ordem-crescente,160,41,0,12720,12879
Quick Sort Pivo Fixo,ordem-crescente,170,80,0,14365,14534
Quick Sort Pivo Fixo,ordem-crescente,180,68,0,16110,16289
Quick Sort Pivo Fixo,ordem-crescente,190,68,0,17955,18144
Quick Sort Pivo Fixo,ordem-crescente,200,119,0,19900,20099
Quick Sort Pivo Fixo,ordem-crescente,210,136,0,21945,22154
Quick Sort Pivo Fixo,ordem-crescente,220,165,0,24090,24309
Quick Sort Pivo Fixo,ordem-crescente,230,176,0,26335,26564
Quick Sort Pivo Fixo,ordem-crescente,240,202,0,28680,28919
Quick Sort Pivo Fixo,ordem-crescente,250,109,0,31125,31374
Quick Sort Pivo Fixo,ordem-crescente,260,115,0,33670,33929
Quick Sort Pivo Fixo,ordem-crescente,270,236,0,36315,36584
Quick Sort Pivo Fixo,ordem-crescente,280,172,0,39060,39339
Quick Sort Pivo Fixo,ordem-crescente,290,189,0,41905,42194
Quick Sort Pivo Fixo,ordem-crescente,300,294,0,44850,45149
Quick Sort Pivo Fixo,ordem-crescente,310,288,0,47895,48204
Quick Sort Pivo Fixo,ordem-crescente,320,321,0,51040,51359
Quick Sort Pivo Fixo,ordem-crescente,330,362,0,54285,54614
Quick Sort Pivo Fixo,ordem-crescente,340,193,0,57630,57969
Quick Sort Pivo Fixo,ordem-crescente,350,392,0,61075,61424
Quick Sort Pivo Fixo,ordem-crescente,360,412,0,64620,64979
Quick Sort Pivo Fixo,ordem-crescente,370,427,0,68265,68634
Quick Sort Pivo Fixo,ordem-crescente,380,440,0,72010,72389
Quick Sort Pivo Fixo,ordem-crescente,390,253,0,75855,76244
Quick Sort Pivo Fixo,ordem-crescente,400,269,0,79800,80199
Quick Sort Pivo Fixo,ordem-crescente,410,500,0,83845,84254
Quick Sort Pivo Fixo,ordem-crescente,420,299,0,87990,88409
Quick Sort Pivo Fixo,ordem-crescente,430,302,0,92235,92664
Quick Sort Pivo Fixo,ordem-crescente,440,743,0,96580,97019
Quick Sort Pivo Fixo,ordem-crescente,450,607,0,101025,101474
Quick Sort Pivo Fixo,ordem-crescente,460,362,0,105570,106029
Quick Sort Pivo Fixo,ordem-crescente,470,678,0,110215,110684
Quick Sort Pivo Fixo,ordem-crescente,480,471,0,114960,115439
Quick Sort Pivo Fixo,ordem-crescente,490,739,0,119805,120294
Quick Sort Pivo Fixo,ordem-crescente,500,754,0,124750,125249
Quick Sort Pivo Fixo,ordem-crescente,510,429,0,129795,130304
Quick Sort Pivo Fixo,ordem-crescente,520,762,0,134940,135459
Quick Sort Pivo Fixo,ordem-crescente,530,848,0,140185,140714
Quick Sort Pivo Fixo,ordem-crescente,540,909,0,145530,146069
Quick Sort Pivo Fixo,ordem-crescente,550,691,0,150975,151524
Quick Sort Pivo Fixo,ordem-crescente,560,515,0,156520,157079
Quick Sort Pivo Fixo,ordem-crescente,570,534,0,162165,162734
Quick Sort Pivo Fixo,ordem-crescente,580,613,0,167910,168489
Quick Sort Pivo Fixo,ordem-crescente,590,585,0,173755,174344
Quick Sort Pivo Fixo,ordem-crescente,600,822,0,179700,180299
Quick Sort Pivo Fixo,ordem-crescente,610,1095,0,185745,186354
Quick Sort Pivo Fixo,ordem-crescente,620,1113,0,191890,192509
Quick Sort Pivo Fixo,ordem-crescente,630,1176,0,198135,198764
Quick Sort Pivo Fixo,ordem-crescente,640,1374,0,204480,205119
Quick Sort Pivo Fixo,ordem-crescente,650,1278,0,210925,211574
Quick Sort Pivo Fixo,ordem-crescente,660,699,0,217470,218129
Quick Sort Pivo Fixo,ordem-crescente,670,736,0,224115,224784
Quick Sort Pivo Fixo,ordem-crescente,680,1350,0,230860,231539
Quick Sort Pivo Fixo,ordem-crescente,690,768,0,237705,238394
Quick Sort Pivo Fixo,ordem-crescente,700,1470,0,244650,245349
Quick Sort Pivo Fixo,ordem-crescente,710,1564,0,251695,252404
Quick Sort Pivo Fixo,ordem-crescente,720,833,0,258840,259559
Quick Sort Pivo Fixo,ordem-crescente,730,1532,0,266085,266814
Quick Sort Pivo Fixo,ordem-crescente,740,1660,0,273430,274169
Quick Sort Pivo Fixo,ordem-crescente,750,932,0,280875,281624
Quick Sort Pivo Fixo,ordem-crescente,760,1760,0,288420,289179
Quick Sort Pivo Fixo,ordem-crescente,770,1108,0,296065,296834
Quick Sort Pivo Fixo,ordem-crescente,780,967,0,303810,304589
Quick Sort Pivo Fixo,ordem-crescente,790,1882,0,311655,312444
Quick Sort Pivo Fixo,ordem-crescente,800,1909,0,319600,320399
Quick Sort Pivo Fixo,ordem-crescente,810,1082,0,327645,328454
Quick Sort Pivo Fixo,ordem-crescente,820,2061,0,335790,336609
Quick Sort Pivo Fixo,ordem-crescente,830,1097,0,344035,344864
Quick Sort Pivo Fixo,ordem-crescente,840,1236,0,352380,353219
Quick Sort Pivo Fixo,ordem-crescente,850,2333,0,360825,361674
Quick Sort Pivo Fixo,ordem-crescente,860,2536,0,369370,370229
Quick Sort Pivo Fixo,ordem-crescente,870,1854,0,378015,378884
Quick Sort Pivo Fixo,ordem-crescente,880,2356,0,386760,387639
Quick Sort Pivo Fixo,ordem-crescente,890,1306,0,395605,396494
Quick Sort Pivo Fixo,ordem-crescente,900,2348,0,404550,405449
Quick Sort Pivo Fixo,ordem-crescente,910,2512,0,413595,414504
Quick Sort Pivo Fixo,ordem-crescente,920,2526,0,422740,423659
Quick Sort Pivo Fixo,ordem-crescente,930,2725,0,431985,432914
Quick Sort Pivo Fixo,ordem-crescente,940,2231,0,441330,442269
Quick Sort Pivo Fixo,ordem-crescente,950,2663,0,450775,451724
Quick Sort Pivo Fixo,ordem-crescente,960,2817,0,460320,461279
Quick Sort Pivo Fixo,ordem-crescente,970,2717,0,469965,470934
Quick Sort Pivo Fixo,ordem-crescente,980,1511,0,479710,480689
Quick Sort Pivo Fixo,ordem-crescente,990,2725,0,489555,490544
Quick Sort Pivo Fixo,ordem-crescente,1000,1699,0,499500,500499
Quick Sort Pivo Fixo,ordem-crescente,1010,3216,0,509545,510554
Quick Sort Pivo Fixo,ordem-crescente,1020,2362,0,519690,520709
Quick Sort Pivo Fixo,ordem-crescente,1030,2240,0,529935,530964
Quick Sort Pivo Fixo,ordem-crescente,1040,2728,0,540280,541319
Quick Sort Pivo Fixo,ordem-crescente,1050,2436,0,550725,551774
Quick Sort Pivo Fixo,ordem-crescente,1060,3442,0,561270,562329
Quick Sort Pivo Fixo,ordem-crescente,1070,3460,0,571915,572984
Quick Sort Pivo Fixo,ordem-crescente,1080,3174,0,582660,583739
Quick Sort Pivo Fixo,ordem-crescente,1090,3223,0,593505,594594
Quick Sort Pivo Fixo,ordem-crescente,1100,2887,0,604450,605549
Quick Sort Pivo Fixo,ordem-crescente,1110,2781,0,615495,616604
Quick Sort Pivo Fixo,ordem-crescente,1120,2937,0,626640,627759
Quick Sort Pivo Fixo,ordem-crescente,1130,3952,0,637885,639014
Quick Sort Pivo Fixo,ordem-crescente,1140,4036,0,649230,650369
Quick Sort Pivo Fixo,ordem-crescente,1150,3861,0,660675,661824
Quick Sort Pivo Fixo,ordem-crescente,1160,3636,0,672220,673379
Quick Sort Pivo Fixo,ordem-crescente,1170,3924,0,683865,685034
Quick Sort Pivo Fixo,ordem-crescente,1180,2612,0,695610,696789
Quick Sort Pivo Fixo,ordem-crescente,1190,4041,0,707455,708644
Quick Sort Pivo Fixo,ordem-crescente,1200,3919,0,719400,720599
Quick Sort Pivo Fixo,ordem-crescente,1210,2294,0,731445,732654
Quick Sort Pivo Fixo,ordem-crescente,1220,4732,0,743590,744809
Quick Sort Pivo Fixo,ordem-crescente,1230,4555,0,755835,757064
Quick Sort Pivo Fixo,ordem-crescente,1240,4082,0,768180,769419
Quick Sort Pivo Fixo,ordem-crescente,1250,4936,0,780625,781874
Quick Sort Pivo Fixo,ordem-crescente,1260,4117,0,793170,794429
Quick Sort Pivo Fixo,ordem-crescente,1270,4772,0,805815,807084
Quick Sort Pivo Fixo,ordem-crescente,1280,3494,0,818560,819839
Quick Sort Pivo Fixo,ordem-crescente,1290,5058,0,831405,832694
Quick Sort Pivo Fixo,ordem-crescente,1300,4713,0,844350,845649
Quick Sort Pivo Fixo,ordem-crescente,1310,5437,0,857395,858704
Quick Sort Pivo Fixo,ordem-crescente,1320,5372,0,870540,871859
Quick Sort Pivo Fixo,ordem-crescente,1330,5072,0,883785,885114
Quick Sort Pivo Fixo,ordem-crescente,1340,4428,0,897130,898469
Quick Sort Pivo Fixo,ordem-crescente,1350,5564,0,910575,911924
Quick Sort Pivo Fixo,ordem-crescente,1360,4722,0,924120,925479
Quick Sort Pivo Fixo,ordem-crescente,1370,5395,0,937765,939134
Quick Sort Pivo Fixo,ordem-crescente,1380,2998,0,951510,952889
Quick Sort Pivo Fixo,ordem-crescente,1390,5858,0,965355,966744
Quick Sort Pivo Fixo,ordem-crescente,1400,5141,0,979300,980699
Quick Sort Pivo Fixo,ordem-crescente,1410,5222,0,993345,994754
Quick Sort Pivo Fixo,ordem-crescente,1420,4013,0,1007490,1008909
Quick Sort Pivo Fixo,ordem-crescente,1430,5402,0,1021735,1023164
Quick Sort Pivo Fixo,ordem-crescente,1440,6162,0,1036080,1037519
Quick Sort Pivo Fixo,ordem-crescente,1450,6016,0,1050525,1051974
Quick Sort Pivo Fixo,ordem-crescente,1460,6041,0,1065070,1066529
Quick Sort Pivo Fixo,ordem-crescente,1470,5976,0,1079715,1081184
Quick Sort Pivo Fixo,ordem-crescente,1480,4912,0,1094460,1095939
Quick Sort Pivo Fixo,ordem-crescente,1490,6299,0,1109305,1110794
Quick Sort Pivo Fixo,ordem-crescente,1500,4491,0,1124250,1125749
Quick Sort Pivo Fixo,ordem-crescente,1510,5291,0,1139295,1140804
Quick Sort Pivo Fixo,ordem-crescente,1520,5163,0,1154440,1155959
Quick Sort Pivo Fixo,ordem-crescente,1530,5152,0,1169685,1171214
Quick Sort Pivo Fixo,ordem-crescente,1540,6085,0,1185030,1186569
Quick Sort Pivo Fixo,ordem-crescente,1550,6300,0,1200475,1202024
Quick Sort Pivo Fixo,ordem-crescente,1560,6069,0,1216020,1217579
Quick Sort Pivo Fixo,ordem-crescente,1570,6730,0,1231665,1233234
Quick Sort Pivo Fixo,ordem-crescente,1580,6726,0,1247410,1248989
Quick Sort Pivo Fixo,ordem-crescente,1590,6852,0,1263255,1264844
Quick Sort Pivo Fixo,ordem-crescente,1600,6384,0,1279200,1280799
Quick Sort Pivo Fixo,ordem-crescente,1610,6305,0,1295245,1296854
Quick Sort Pivo Fixo,ordem-crescente,1620,4779,0,1311390,1313009
Quick Sort Pivo Fixo,ordem-crescente,1630,8000,0,1327635,1329264
Quick Sort Pivo Fixo,ordem-crescente,1640,6347,0,1343980,1345619
Quick Sort Pivo Fixo,ordem-crescente,1650,6907,0,1360425,1362074
Quick Sort Pivo Fixo,ordem-crescente,1660,6804,0,1376970,1378629
Quick Sort Pivo Fixo,ordem-crescente,1670,7990,0,1393615,1395284
Quick Sort Pivo Fixo,ordem-crescente,1680,7506,0,1410360,1412039
Quick Sort Pivo Fixo,ordem-crescente,1690,7793,0,1427205,1428894
Quick Sort Pivo Fixo,ordem-crescente,1700,7793,0,1444150,1445849
Quick Sort Pivo Fixo,ordem-crescente,1710,7639,0,1461195,1462904
Quick Sort Pivo Fixo,ordem-crescente,1720,7883,0,1478340,1480059
Quick Sort Pivo Fixo,ordem-crescente,1730,7577,0,1495585,1497314
Quick Sort Pivo Fixo,ordem-crescente,1740,7642,0,1512930,1514669
Quick Sort Pivo Fixo,ordem-crescente,1750,7291,0,1530375,1532124
Quick Sort Pivo Fixo,ordem-crescente,1760,8955,0,1547920,1549679
Quick Sort Pivo Fixo,ordem-crescente,1770,8448,0,1565565,1567334
Quick Sort Pivo Fixo,ordem-crescente,1780,7895,0,1583310,1585089
Quick Sort Pivo Fixo,ordem-crescente,1790,8072,0,1601155,1602944
Quick Sort Pivo Fixo,ordem-crescente,1800,8601,0,1619100,1620899
Quick Sort Pivo Fixo,ordem-crescente,1810,8249,0,1637145,1638954
Quick Sort Pivo Fixo,ordem-crescente,1820,5306,0,1655290,1657109
Quick Sort Pivo Fixo,ordem-crescente,1830,8588,0,1673535,1675364
Quick Sort Pivo Fixo,ordem-crescente,1840,8738,0,1691880,1693719
Quick Sort Pivo Fixo,ordem-crescente,1850,7709,0,1710325,1712174
Quick Sort Pivo Fixo,ordem-crescente,1860,8461,0,1728870,1730729
Quick Sort Pivo Fixo,ordem-crescente,1870,10482,0,1747515,1749384
Quick Sort Pivo Fixo,ordem-crescente,1880,8462,0,1766260,1768139
Quick Sort Pivo Fixo,ordem-crescente,1890,8918,0,1785105,1786994
Quick Sort Pivo Fixo,ordem-crescente,1900,11141,0,1804050,1805949
Quick Sort Pivo Fixo,ordem-crescente,1910,10865,0,1823095,1825004
Quick Sort Pivo Fixo,ordem-crescente,1920,9377,0,1842240,1844159
Quick Sort Pivo Fixo,ordem-crescente,1930,8048,0,1861485,1863414
Quick Sort Pivo Fixo,ordem-crescente,1940,8110,0,1880830,1882769
Quick Sort Pivo Fixo,ordem-crescente,1950,11344,0,1900275,1902224
Quick Sort Pivo Fixo,ordem-crescente,1960,9028,0,1919820,1921779
Quick Sort Pivo Fixo,ordem-crescente,1970,7558,0,1939465,1941434
Quick Sort Pivo Fixo,ordem-crescente,1980,9363,0,1959210,1961189
Quick Sort Pivo Fixo,ordem-crescente,1990,9547,0,1979055,1981044
Quick Sort Pivo Fixo,ordem-crescente,2000,10497,0,1999000,2000999
Quick Sort Pivo Fixo,ordem-crescente,2010,9542,0,2019045,2021054
Quick Sort Pivo Fixo,ordem-crescente,2020,9267,0,2039190,2041209
Quick Sort Pivo Fixo,ordem-crescente,2030,8066,0,2059435,2061464
Quick Sort Pivo Fixo,ordem-crescente,2040,9699,0,2079780,2081819
Quick Sort Pivo Fixo,ordem-crescente,2050,8437,0,2100225,2102274
Quick Sort Pivo Fixo,ordem-crescente,2060,7000,0,2120770,2122829
Quick Sort Pivo Fixo,ordem-crescente,2070,10442,0,2141415,2143484
Quick Sort Pivo Fixo,ordem-crescente,2080,7940,0,2162160,2164239
Quick Sort Pivo Fixo,ordem-crescente,2090,10837,0,2183005,2185094
Quick Sort Pivo Fixo,ordem-crescente,2100,9738,0,2203950,2206049
Quick Sort Pivo Fixo,ordem-crescente,2110,7743,0,2224995,2227104
Quick Sort Pivo Fixo,ordem-crescente,2120,10639,0,2246140,2248259
Quick Sort Pivo Fixo,ordem-crescente,2130,10248,0,2267385,2269514
Quick Sort Pivo Fixo,ordem-crescente,2140,10153,0,2288730,2290869
Quick Sort Pivo Fixo,ordem-crescente,2150,11579,0,2310175,2312324
Quick Sort Pivo Fixo,ordem-crescente,2160,10839,0,2331720,2333879
Quick Sort Pivo Fixo,ordem-crescente,2170,10746,0,2353365,2355534
Quick Sort Pivo Fixo,ordem-crescente,2180,10541,0,2375110,2377289
Quick Sort Pivo Fixo,ordem-crescente,2190,10124,0,2396955,2399144
Quick Sort Pivo Fixo,ordem-crescente,2200,10201,0,2418900,2421099
Quick Sort Pivo Fixo,ordem-crescente,2210,10543,0,2440945,2443154
Quick Sort Pivo Fixo,ordem-crescente,2220,11317,0,2463090,2465309
Quick Sort Pivo Fixo,ordem-crescente,2230,9243,0,2485335,2487564
Quick Sort Pivo Fixo,ordem-crescente,2240,11569,0,2507680,2509919
Quick Sort Pivo Fixo,ordem-crescente,2250,10964,0,2530125,2532374
Quick Sort Pivo Fixo,ordem-crescente,2260,11814,0,2552670,2554929
Quick Sort Pivo Fixo,ordem-crescente,2270,11606,0,2575315,2577584
Quick Sort Pivo Fixo,ordem-crescente,2280,8863,0,2598060,2600339
Quick Sort Pivo Fixo,ordem-crescente,2290,9810,0,2620905,2623194
Quick Sort Pivo Fixo,ordem-crescente,2300,11811,0,2643850,2646149
Quick Sort Pivo Fixo,ordem-crescente,2310,10838,0,2666895,2669204
Quick Sort Pivo Fixo,ordem-crescente,2320,9752,0,2690040,2692359
Quick Sort Pivo Fixo,ordem-crescente,2330,11975,0,2713285,2715614
Quick Sort Pivo Fixo,ordem-crescente,2340,9197,0,2736630,2738969
Quick Sort Pivo Fixo,ordem-crescente,2350,11661,0,2760075,2762424
Quick Sort Pivo Fixo,ordem-crescente,2360,14820,0,2783620,2785979
Quick Sort Pivo Fixo,ordem-crescente,2370,11004,0,2807265,2809634
Quick Sort Pivo Fixo,ordem-crescente,2380,12843,0,2831010,2833389
Quick Sort Pivo Fixo,ordem-crescente,2390,12922,0,2854855,2857244
Quick Sort Pivo Fixo,ordem-crescente,2400,12514,0,2878800,2881199
Quick Sort Pivo Fixo,ordem-crescente,2410,16825,0,2902845,2905254
